epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou,lr
46,0.40535699058387237,0.6152356974149155,0.4764690351183132,0.5165752839474451,0.501023021482286,0.3683774719635646,3.125e-06
47,0.4146525912870795,0.6056467107797073,0.4680898957333322,0.5125902962116968,0.5046076831363496,0.36986768529528663,3.125e-06
48,0.41006561381331946,0.6096242656142025,0.47024872116113114,0.5092740229197911,0.5080749988555908,0.3725589882759821,3.125e-06
49,0.409454933415025,0.610414062768726,0.4711535115868358,0.5124924424148741,0.504568650608971,0.3705968090466091,3.125e-06
50,0.40773614508620765,0.6119427334959224,0.47399184890722823,0.5127833003089541,0.5043464700380961,0.37068486994221095,1.5625e-06
51,0.4049621370889373,0.6151137761140274,0.47646902804657565,0.5124914248784384,0.5046292344729105,0.37114306290944415,1.5625e-06
52,0.3999251161338919,0.6204398622957327,0.4817246125411179,0.5105594055993217,0.5065317494528634,0.37183666938827153,1.5625e-06
53,0.40692307837938857,0.6128304997238062,0.47351229089801594,0.5118924308390844,0.5047716867356074,0.37034838398297626,1.5625e-06
54,0.40620913545964127,0.6136759602922505,0.4750295460729276,0.5106558728785742,0.5062438419886998,0.3711901988301958,7.8125e-07
55,0.4011626619908769,0.6188571412684554,0.4800051955853478,0.5104101953052339,0.5065853212560926,0.37167323912893024,7.8125e-07
56,0.4033632942680585,0.6165549568200516,0.4776691501423464,0.5165515825861976,0.500440491097314,0.3670763394662312,7.8125e-07
57,0.40728881753097146,0.6122316460488206,0.4740760826458365,0.5143305233546666,0.5021477469376155,0.3686069321064722,7.8125e-07
58,0.4075573927770227,0.6121045585911152,0.47334027643931115,0.5148046257950011,0.5019800932634444,0.3684655598231724,3.90625e-07
59,0.40617134131617466,0.613409077969648,0.47568278822858456,0.512204517920812,0.5044735584940229,0.3701349865822565,3.90625e-07
60,0.40211697667837143,0.6174658092401796,0.47795544691004993,0.5130787435032073,0.503413743916012,0.3692584995712553,3.90625e-07
